gravedad,fecha,a_o,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,condicion_de_la_victima,clase_de_siniestro,genero,lesionado,homicidios,clinica,clase_vehiculo,marca,tipo_de_servicio,empresa
DAÑOS,2021-08-05T00:00:00.000,2021,,MAÑANA,JUEVES,URIBE,CALLE 35 CARRERA 20,URBANA,TECNICO,"3,53111","-76,29158",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKSWAGEN,PARTICULAR,NO APLICA
DAÑOS,2021-08-05T00:00:00.000,2021,,MAÑANA,JUEVES,CENTRO,CARRERA 30 CALLE 29-77,URBANA,TECNICO,"3,5268","-76,30085",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,DODGE,PARTICULAR,NO APLICA
DAÑOS,2021-08-05T00:00:00.000,2021,,MAÑANA,JUEVES,CENTRO,CARRERA 30 CALLE 29-77,URBANA,TECNICO,"3,5268","-76,30085",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-05T00:00:00.000,2021,,TARDE,JUEVES,DELICIAS,CALLE 27 CARRERA 23,URBANA,TECNICO,"3,52386","-76,29507",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-08-05T00:00:00.000,2021,,TARDE,JUEVES,DELICIAS,CALLE 27 CARRERA 23,URBANA,TECNICO,"3,52386","-76,29507",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,VICTORY,PARTICULAR,NO APLICA
DAÑOS,2021-08-06T00:00:00.000,2021,,TARDE,VIERNES,SANTA RITA,CARRERA 28 CALLE 33-69,URBANA,TECNICO,"3,53049","-76,29836",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-08-06T00:00:00.000,2021,,TARDE,VIERNES,SANTA RITA,CARRERA 28 CALLE 33-69,URBANA,TECNICO,"3,53049","-76,29836",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-08-06T00:00:00.000,2021,,TARDE,VIERNES,EMILIA,CALLE 35 CARRERA 38,URBANA,TECNICO,"3,53281","-76,308",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
HERIDOS,2021-08-06T00:00:00.000,2021,,TARDE,VIERNES,EMILIA,CALLE 35 CARRERA 38,URBANA,TECNICO,"3,53281","-76,308",ACOMPAÑANTE CONDUCTOR,CHOQUE,FEMENINA,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-08-06T00:00:00.000,2021,,NOCHE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,"3,53875","-76,30676",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,VOLQUETA,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-06T00:00:00.000,2021,,NOCHE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,"3,53875","-76,30676",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,BMW,PARTICULAR,NO APLICA
HERIDOS,2021-08-07T00:00:00.000,2021,,NOCHE,SABADO,COLOMBINA,CALLE 28 CARRERA 19-20,URBANA,TECNICO,"3,52443","-76,29193",NO APLICA,ATROPELLO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,MERCEDES,PUBLICO,NO APLICA
HERIDOS,2021-08-07T00:00:00.000,2021,,NOCHE,SABADO,COLOMBINA,CALLE 28 CARRERA 19-20,URBANA,TECNICO,"3,52443","-76,29193",PEATON,ATROPELLO,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-07T00:00:00.000,2021,,TARDE,SABADO,RESERVAS  ZAMORANO,CALLE 60 CARRERA 34E-30,URBANA,TECNICO,"3,55058","-76,30469",MOTOCICLISTA,ATROPELLO,MASCULINO,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-08-07T00:00:00.000,2021,,TARDE,SABADO,RESERVAS  ZAMORANO,CALLE 60 CARRERA 34E-30,URBANA,TECNICO,"3,55058","-76,30469",PEATON,ATROPELLO,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-08-07T00:00:00.000,2021,,TARDE,SABADO,CENTRO,CALLE 29 CARRERA 32,URBANA,TECNICO,"3,5266","-76,30263",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-07T00:00:00.000,2021,,TARDE,SABADO,CENTRO,CALLE 29 CARRERA 32,URBANA,TECNICO,"3,5266","-76,30263",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-08T00:00:00.000,2021,,TARDE,DOMINGO,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,"3,52473","-76,29501",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-08-08T00:00:00.000,2021,,TARDE,DOMINGO,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,"3,52473","-76,29501",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,SANTA BARBARA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-08T00:00:00.000,2021,,TARDE,DOMINGO,NUEVO,CALLE 23 CARRERA 33A-37,URBANA,TECNICO,"3,52199","-76,3049",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-08T00:00:00.000,2021,,TARDE,DOMINGO,NUEVO,CALLE 23 CARRERA 33A-37,URBANA,TECNICO,"3,52199","-76,3049",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,DAEWWO,PARTICULAR,NO APLICA
HERIDOS,2021-08-09T00:00:00.000,2021,,MAÑANA,LUNES,URIBE,CARRERA 22 CALLE 35,URBANA,TECNICO,"3,53129","-76,29327",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-09T00:00:00.000,2021,,MAÑANA,LUNES,URIBE,CARRERA 22 CALLE 35,URBANA,TECNICO,"3,53129","-76,29327",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-08-09T00:00:00.000,2021,,TARDE,LUNES,CENTRO,CARRERA 29 CALLE 32,URBANA,TECNICO,"3,5266","-76,30263",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-08-09T00:00:00.000,2021,,TARDE,LUNES,CENTRO,CARRERA 29 CALLE 32,URBANA,TECNICO,"3,5266","-76,30263",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-09T00:00:00.000,2021,,NOCHE,LUNES,ALTAMIRA,CARRERA 23 CALLE 45-24,URBANA,TECNICO,"3,5403","-76,293",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-08-09T00:00:00.000,2021,,NOCHE,LUNES,ALTAMIRA,CARRERA 23 CALLE 45-24,URBANA,TECNICO,"3,5403","-76,293",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-08-10T00:00:00.000,2021,,MAÑANA,MARTES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,"3,53787","-76,29752",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHERY,PARTICULAR,NO APLICA
DAÑOS,2021-08-10T00:00:00.000,2021,,MAÑANA,MARTES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,"3,53787","-76,29752",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PUBLICO,NO APLICA
HERIDOS,2021-08-09T00:00:00.000,2021,,NOCHE,LUNES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,"3,52483","-76,2958",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
HERIDOS,2021-08-09T00:00:00.000,2021,,NOCHE,LUNES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,"3,52483","-76,2958",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-09T00:00:00.000,2021,,NOCHE,LUNES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,"3,52483","-76,2958",ACOMPAÑANTE CONDUCTOR,CHOQUE,FEMENINA,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-10T00:00:00.000,2021,,TARDE,MARTES,ZAMORANO,CALLE 67 CARRERA 37-63,URBANA,TECNICO,"3,56131","-76,30258",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-08-10T00:00:00.000,2021,,TARDE,MARTES,ZAMORANO,CALLE 67 CARRERA 37-63,URBANA,TECNICO,"3,56131","-76,30258",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-08-10T00:00:00.000,2021,,TARDE,MARTES,ZAMORANO,CALLE 67 CARRERA 37-63,URBANA,TECNICO,"3,56131","-76,30258",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-08-10T00:00:00.000,2021,,TARDE,MARTES,RECREO,CALLE 23 CARRERA 24,URBANA,TECNICO,"3,52065","-76,29588",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-10T00:00:00.000,2021,,TARDE,MARTES,RECREO,CALLE 23 CARRERA 24,URBANA,TECNICO,"3,52065","-76,29588",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PUBLICO,NO APLICA
DAÑOS,2021-08-09T00:00:00.000,2021,,NOCHE,LUNES,ALTAMIRA,CARRERA 19 CALLE 47,URBANA,TECNICO,"3,54261","-76,29104",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-08-09T00:00:00.000,2021,,NOCHE,LUNES,ALTAMIRA,CARRERA 19 CALLE 47,URBANA,TECNICO,"3,54261","-76,29104",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,PUBLICO,NO APLICA
HERIDOS,2021-08-11T00:00:00.000,2021,,TARDE,MIERCOLES,PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,"3,53726","-76,29239",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SANTA BARBARA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-08-11T00:00:00.000,2021,,TARDE,MIERCOLES,PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,"3,53726","-76,29239",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,QUINGGI,PARTICULAR,NO APLICA
DAÑOS,2021-08-11T00:00:00.000,2021,,MAÑANA,MIERCOLES,RIVERA ESCOBAR,CARRERA 35 CALLE 31-14,URBANA,TECNICO,"3,52913","-76,30567",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-11T00:00:00.000,2021,,MAÑANA,MIERCOLES,RIVERA ESCOBAR,CARRERA 35 CALLE 31-14,URBANA,TECNICO,"3,52913","-76,30567",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PUBLICO,PALMERAS
HERIDOS,2021-08-11T00:00:00.000,2021,,MAÑANA,MIERCOLES,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,"3,53634","-76,28493",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-11T00:00:00.000,2021,,MAÑANA,MIERCOLES,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,"3,53634","-76,28493",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-08-11T00:00:00.000,2021,,MAÑANA,MIERCOLES,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,"3,53634","-76,28493",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-11T00:00:00.000,2021,,TARDE,MIERCOLES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,"3,52946","-76,29262",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-11T00:00:00.000,2021,,TARDE,MIERCOLES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,"3,52946","-76,29262",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-08-11T00:00:00.000,2021,,TARDE,MIERCOLES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,"3,52946","-76,29262",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,MAÑANA,JUEVES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,"3,5248","-76,29578",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,MAÑANA,JUEVES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,"3,5248","-76,29578",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,MAÑANA,JUEVES,SANTA BARBARA,CALLE 31 CARRERA 44,URBANA,TECNICO,"3,52935","-76,31664",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,FRACTURAS,MOTO,JIANLING,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,MAÑANA,JUEVES,SANTA BARBARA,CALLE 31 CARRERA 44,URBANA,TECNICO,"3,52935","-76,31664",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,PALMERAS
HERIDOS,2021-08-12T00:00:00.000,2021,,TARDE,JUEVES,ITALIA,CARRERA 24 CALLE 6-119,URBANA,TECNICO,"3,50547","-76,29599",CICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,BICICLETA,NO APLICA,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,TARDE,JUEVES,ITALIA,CARRERA 24 CALLE 6-119,URBANA,TECNICO,"3,50547","-76,29599",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,DAEWWO,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,TARDE,JUEVES,ITALIA,CARRERA 24 CALLE 6-119,URBANA,TECNICO,"3,50547","-76,29599",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,SKODA,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,TARDE,JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,"3,52559","-76,2957",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,TARDE,JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,"3,52559","-76,2957",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-08-12T00:00:00.000,2021,,TARDE,JUEVES,VERSALLES,CALLE 42 CARRERA 29-28,URBANA,TECNICO,"3,53809","-76,29826",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-12T00:00:00.000,2021,,TARDE,JUEVES,VERSALLES,CALLE 42 CARRERA 29-28,URBANA,TECNICO,"3,53809","-76,29826",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,NOCHE,JUEVES,SAN PEDRO,CALLE 37 CARRERA 17,URBANA,TECNICO,"3,53291","-76,28902",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HERO,PARTICULAR,NO APLICA
HERIDOS,2021-08-12T00:00:00.000,2021,,NOCHE,JUEVES,SAN PEDRO,CALLE 37 CARRERA 17,URBANA,TECNICO,"3,53291","-76,28902",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-08-13T00:00:00.000,2021,,TARDE,VIERNES,ALTAMIRA,CALLE 47 CARRERA 27,URBANA,TECNICO,"3,54208","-76,29559",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-13T00:00:00.000,2021,,TARDE,VIERNES,ALTAMIRA,CALLE 47 CARRERA 27,URBANA,TECNICO,"3,54208","-76,29559",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-13T00:00:00.000,2021,,MADRUGADA,VIERNES,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,"3,52473","-76,29502",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-13T00:00:00.000,2021,,MADRUGADA,VIERNES,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,"3,52473","-76,29502",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,MAÑANA,SABADO,INDUSTRIAL,CALLE 42 CARRERA 35 -34,URBANA,TECNICO,"3,53899","-76,30707",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUSETA,AGRALE,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,MAÑANA,SABADO,INDUSTRIAL,CALLE 42 CARRERA 35 -34,URBANA,TECNICO,"3,53899","-76,30707",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,HINO,PARTICULAR,NO APLICA
HERIDOS,2021-08-14T00:00:00.000,2021,,MAÑANA,SABADO,CENTRO,CALLE 31 CARRERA 23,URBANA,TECNICO,"3,52744","-76,29461",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-08-14T00:00:00.000,2021,,MAÑANA,SABADO,CENTRO,CALLE 31 CARRERA 23,URBANA,TECNICO,"3,52744","-76,29461",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-14T00:00:00.000,2021,,MAÑANA,SABADO,CENTRO,CALLE 31 CARRERA 23,URBANA,TECNICO,"3,52744","-76,29461",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-14T00:00:00.000,2021,,TARDE,SABADO,RIVERA ESCOBAR,CALLE 31 CARRERA 35-59,URBANA,TECNICO,"3,52902","-76,30601",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SANTA BARBARA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-14T00:00:00.000,2021,,TARDE,SABADO,RIVERA ESCOBAR,CALLE 31 CARRERA 35-59,URBANA,TECNICO,"3,52902","-76,30601",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,TARDE,SABADO,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,"3,55528","-76,29209",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,TARDE,SABADO,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,"3,55528","-76,29209",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,NOCHE,SABADO,CENTRO,CALLE 30 CARRERA 33-80,URBANA,TECNICO,"3,52755","-76,30359",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,NOCHE,SABADO,CENTRO,CALLE 30 CARRERA 33-80,URBANA,TECNICO,"3,52755","-76,30359",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,NOCHE,SABADO,RIVERA ESCOBAR,CARRERA 35 CALLE 30-63,URBANA,TECNICO,"3,52846","-76,30589",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-08-14T00:00:00.000,2021,,NOCHE,SABADO,RIVERA ESCOBAR,CARRERA 35 CALLE 30-63,URBANA,TECNICO,"3,52846","-76,30589",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,FLOTA PALMIRA
DAÑOS,2021-08-15T00:00:00.000,2021,,MAÑANA,DOMINGO,PRIMERO DE MAYO,CALLE 41 CARRERA 13,URBANA,TECNICO,"3,53637","-76,28575",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-15T00:00:00.000,2021,,MAÑANA,DOMINGO,PRIMERO DE MAYO,CALLE 41 CARRERA 13,URBANA,TECNICO,"3,53637","-76,28575",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,VOLKSWAGEN,PARTICULAR,NO APLICA
HERIDOS,2021-08-15T00:00:00.000,2021,,MAÑANA,DOMINGO,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,"3,52649","-76,30182",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-08-15T00:00:00.000,2021,,MAÑANA,DOMINGO,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,"3,52649","-76,30182",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HERO,PARTICULAR,NO APLICA
HERIDOS,2021-08-15T00:00:00.000,2021,,MAÑANA,DOMINGO,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,"3,52649","-76,30182",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-08-15T00:00:00.000,2021,,TARDE,DOMINGO,COLOMBINA,CALLE 29 CARRERA 22-03,URBANA,TECNICO,"3,52545","-76,29438",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,VOLQUETA,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-08-15T00:00:00.000,2021,,TARDE,DOMINGO,COLOMBINA,CALLE 29 CARRERA 22-03,URBANA,TECNICO,"3,52545","-76,29438",NO APLICA,CHOQUE OBJETO FIJO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-08-15T00:00:00.000,2021,,TARDE,DOMINGO,COLOMBINA,CALLE 29 CARRERA 22-03,URBANA,TECNICO,"3,52545","-76,29438",NO APLICA,CHOQUE OBJETO FIJO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
MUERTO,2021-08-15T00:00:00.000,2021,,NOCHE,DOMINGO,VIA PALMIRA -POTRERILLO,KMT 11 + 100 MTS,RURAL,TECNICO,"3,56976","-76,21568",MOTOCICLISTA,CHOQUE OBJETO FIJO,MASCULINO,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
