a_o,ipat,clase_siniestro,fecha,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,hipotesis,codigo,condicion_de_la_victima,edad,genero,lesionados_y_muertos
2024.0,10335.0,NO APLICA,2024-07-06 00:00:00,,MAÑANA,SÁBADO,CHAPINERO SUR,CARRERA 32 CALLE 10A,URBANA,TECNICO,3.5424,-76.2994,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,31.0,MASCULINO,NO APLICA
2024.0,10337.0,NO APLICA,2024-07-06 00:00:00,,MADRUGADA,SÁBADO,BARRIO NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,3.5404,-76.2968,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,58.0,MASCULINO,NO APLICA
2024.0,10337.0,NO APLICA,2024-07-06 00:00:00,,MADRUGADA,SÁBADO,BARRIO NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,3.5404,-76.2968,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,CONDUCTOR,31.0,MASCULINO,LESIONADO
2024.0,10338.0,NO APLICA,2024-07-08 00:00:00,,TARDE,LUNES,MIRRIÑAO,CALLE 55 CARRERA 34B,URBANA,TECNICO,3.5248,-76.3021,Otra.,157.0,MOTOCICLISTA,19.0,MASCULINO,LESIONADO
2024.0,10338.0,NO APLICA,2024-07-08 00:00:00,,TARDE,LUNES,MIRRIÑAO,CALLE 55 CARRERA 34B,URBANA,TECNICO,3.5248,-76.3021,Otra.,157.0,NO APLICA,60.0,MASCULINO,NO APLICA
2024.0,10340.0,NO APLICA,2024-07-10 00:00:00,,TARDE,MIÉRCOLES,SANTA RITA,CALLE 36 CARRERA 27,URBANA,TECNICO,3.5332,-76.3007,SEMAFORO EN ROJO,142.0,NO APLICA,45.0,MASCULINO,NO APLICA
2024.0,10340.0,NO APLICA,2024-07-10 00:00:00,,TARDE,MIÉRCOLES,SANTA RITA,CALLE 36 CARRERA 27,URBANA,TECNICO,3.5332,-76.3007,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,27.0,MASCULINO,LESIONADO
2024.0,10341.0,NO APLICA,2024-07-10 00:00:00,,TARDE,MIÉRCOLES,CENTRO,CARRERA 28 CALLE 28,URBANA,TECNICO,3.5326,-76.297,Otra.,157.0,MOTOCICLISTA,17.0,MASCULINO,LESIONADO
2024.0,10342.0,NO APLICA,2024-07-12 00:00:00,,NOCHE,VIERNES,LAS MERCEDES,CARRERA 25 CALLE 54,URBANA,TECNICO,3.5253,-76.2992,NO RESPETAR PRELACIÓN DE INTERSECCIÓN O GIROS,123.0,NO APLICA,15.0,MASCULINO,NO APLICA
2024.0,10342.0,NO APLICA,2024-07-12 00:00:00,,NOCHE,VIERNES,LAS MERCEDES,CARRERA 25 CALLE 54,URBANA,TECNICO,3.5253,-76.2992,NO RESPETAR PRELACIÓN DE INTERSECCIÓN O GIROS,123.0,MOTOCICLISTA,17.0,FEMENINO,LESIONADO
2024.0,10345.0,NO APLICA,2024-07-14 00:00:00,,TARDE,DOMINGO,RECREO,CARRERA 24 CALLE 22,URBANA,TECNICO,3.5189,-76.3031,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,22.0,MASCULINO,LESIONADO
2024.0,10345.0,NO APLICA,2024-07-14 00:00:00,,TARDE,DOMINGO,RECREO,CARRERA 24 CALLE 22,URBANA,TECNICO,3.5189,-76.3031,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,30.0,MASCULINO,LESIONADO
2024.0,10347.0,NO APLICA,2024-07-15 00:00:00,,MADRUGADA,LUNES,CAMPESTRE,CALLE 42 CARRERA 11,URBANA,TECNICO,3.5238,-76.2942,Otra.,157.0,NO APLICA,23.0,MASCULINO,NO APLICA
2024.0,10347.0,NO APLICA,2024-07-15 00:00:00,,MADRUGADA,LUNES,CAMPESTRE,CALLE 42 CARRERA 11,URBANA,TECNICO,3.5238,-76.2942,Otra.,157.0,CONDUCTOR,50.0,MASCULINO,LESIONADO
2024.0,10348.0,NO APLICA,2024-07-15 00:00:00,,TARDE,LUNES,LA ITALIA,CARRERA 24 # 4B-67,URBANA,TECNICO,3.537,-76.2841,IMPERICIA EN EL MANEJO,139.0,NO APLICA,44.0,MASCULINO,NO APLICA
2024.0,10348.0,NO APLICA,2024-07-15 00:00:00,,TARDE,LUNES,LA ITALIA,CARRERA 24 # 4B-67,URBANA,TECNICO,3.537,-76.2841,IMPERICIA EN EL MANEJO,139.0,NO APLICA,45.0,MASCULINO,NO APLICA
2024.0,10349.0,NO APLICA,2024-07-16 00:00:00,,MAÑANA,MARTES,SANTA RITA,CALLE 33 # 28-55,URBANA,TECNICO,3.5009,-76.2962,GIRAR BRUSCAMENTE,122.0,NO APLICA,45.0,MASCULINO,NO APLICA
2024.0,10349.0,NO APLICA,2024-07-16 00:00:00,,MAÑANA,MARTES,SANTA RITA,CALLE 33 # 28-55,URBANA,TECNICO,3.5009,-76.2962,GIRAR BRUSCAMENTE,122.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2024.0,10353.0,NO APLICA,2024-07-17 00:00:00,,NOCHE,MIÉRCOLES,SANTA RITA,CARRERA 28 CALLE 36,URBANA,TECNICO,3.5205,-76.3019,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2024.0,10353.0,NO APLICA,2024-07-17 00:00:00,,NOCHE,MIÉRCOLES,SANTA RITA,CARRERA 28 CALLE 36,URBANA,TECNICO,3.5205,-76.3019,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,57.0,MASCULINO,LESIONADO
2024.0,10354.0,NO APLICA,2024-07-20 00:00:00,,MADRUGADA,SÁBADO,VIA PALMIRA BARRANCAS,CASA 8,RURAL,TECNICO,3.5328,-76.298,Otra.,157.0,NO APLICA,31.0,MASCULINO,NO APLICA
2024.0,10357.0,NO APLICA,2024-07-22 00:00:00,,MAÑANA,LUNES,CENTRO,CARRERA 33 # 30-43,URBANA,TECNICO,3.5036,-76.2961,Otra.,157.0,NO APLICA,32.0,FEMENINO,NO APLICA
2024.0,10357.0,NO APLICA,2024-07-22 00:00:00,,MAÑANA,LUNES,CENTRO,CARRERA 33 # 30-43,URBANA,TECNICO,3.5036,-76.2961,Otra.,157.0,MOTOCICLISTA,42.0,MASCULINO,LESIONADO
2024.0,10358.0,NO APLICA,2024-07-22 00:00:00,,TARDE,LUNES,ALTAMIRA,CARRERA 19 CALLE 47,URBANA,TECNICO,3.5279,-76.3035,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2024.0,10358.0,NO APLICA,2024-07-22 00:00:00,,TARDE,LUNES,ALTAMIRA,CARRERA 19 CALLE 47,URBANA,TECNICO,3.5279,-76.3035,SEMAFORO EN ROJO,142.0,NO APLICA,40.0,MASCULINO,NO APLICA
2024.0,10359.0,NO APLICA,2024-07-23 00:00:00,,NOCHE,MARTES,BENEDICTA,CALLE 34B CARRERA 47-17,URBANA,TECNICO,3.5426,-76.291,EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS,115.0,NO APLICA,21.0,MASCULINO,NO APLICA
2024.0,10359.0,NO APLICA,2024-07-23 00:00:00,,NOCHE,MARTES,BENEDICTA,CALLE 34B CARRERA 47-17,URBANA,TECNICO,3.5426,-76.291,EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS,115.0,MOTOCICLISTA,69.0,MASCULINO,LESIONADO
2024.0,10360.0,NO APLICA,2024-07-23 00:00:00,,NOCHE,MARTES,CENTRO,CALLE 31 CARRERA 25,URBANA,TECNICO,3.5311,-76.2777,SEMAFORO EN ROJO,142.0,NO APLICA,54.0,MASCULINO,NO APLICA
2024.0,10360.0,NO APLICA,2024-07-23 00:00:00,,NOCHE,MARTES,CENTRO,CALLE 31 CARRERA 25,URBANA,TECNICO,3.5311,-76.2777,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,28.0,MASCULINO,LESIONADO
2024.0,10363.0,NO APLICA,2024-07-24 00:00:00,,NOCHE,MIÉRCOLES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5313,-76.2991,SEMAFORO EN ROJO,142.0,NO APLICA,,NO APLICA,NO APLICA
2024.0,10363.0,NO APLICA,2024-07-24 00:00:00,,NOCHE,MIÉRCOLES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5313,-76.2991,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,25.0,MASCULINO,LESIONADO
2024.0,10365.0,NO APLICA,2024-07-28 00:00:00,,MADRUGADA,DOMINGO,SANTA MARIA DEL PALMAR,CALLE 47 CARRERA 3,URBANA,TECNICO,3.5018,-76.2976,Otra.,157.0,MOTOCICLISTA,34.0,MASCULINO,MUERTO
2024.0,10365.0,NO APLICA,2024-07-28 00:00:00,,MADRUGADA,DOMINGO,SANTA MARIA DEL PALMAR,CALLE 47 CARRERA 3,URBANA,TECNICO,3.5018,-76.2976,Otra.,157.0,NO APLICA,17.0,MASCULINO,NO APLICA
2024.0,10366.0,NO APLICA,2024-07-28 00:00:00,,TARDE,DOMINGO,SAN CAYETANO,CALLE 38 CARRERA 23,URBANA,TECNICO,3.5425,-76.3044,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,40.0,MASCULINO,NO APLICA
2024.0,10366.0,NO APLICA,2024-07-28 00:00:00,,TARDE,DOMINGO,SAN CAYETANO,CALLE 38 CARRERA 23,URBANA,TECNICO,3.5425,-76.3044,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2024.0,10373.0,NO APLICA,2024-07-31 00:00:00,,TARDE,MIÉRCOLES,BARRIO NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,3.5549,-76.2991,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,42.0,MASCULINO,LESIONADO
2024.0,10373.0,NO APLICA,2024-07-31 00:00:00,,TARDE,MIÉRCOLES,BARRIO NUEVO,CARRERA 31 CALLE 27,URBANA,TECNICO,3.5549,-76.2991,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,30.0,MASCULINO,NO APLICA
2024.0,10374.0,NO APLICA,2024-08-01 00:00:00,,MAÑANA,JUEVES,SIMON BOLIVAR,CALLE 51 CARRERA 43,URBANA,TECNICO,3.5248,-76.3021,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,34.0,MASCULINO,LESIONADO
2024.0,10374.0,NO APLICA,2024-08-01 00:00:00,,MAÑANA,JUEVES,SIMON BOLIVAR,CALLE 51 CARRERA 43,URBANA,TECNICO,3.5248,-76.3021,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,22.0,FEMENINO,NO APLICA
2024.0,10375.0,NO APLICA,2024-08-01 00:00:00,,TARDE,JUEVES,JORGE ELIECER GAITAN,CALLE 42  CARRERA 34A-21,URBANA,TECNICO,3.5382,-76.2998,Otra.,157.0,NO APLICA,63.0,MASCULINO,NO APLICA
2024.0,10375.0,NO APLICA,2024-08-01 00:00:00,,TARDE,JUEVES,JORGE ELIECER GAITAN,CALLE 42  CARRERA 34A-21,URBANA,TECNICO,3.5382,-76.2998,Otra.,157.0,MOTOCICLISTA,49.0,MASCULINO,LESIONADO
2024.0,10376.0,NO APLICA,2024-08-02 00:00:00,,TARDE,VIERNES,SANTA RITA,CARRERA 28 CALLE 36,URBANA,TECNICO,3.5328,-76.298,TRANSITAR EN CONTRAVIA,127.0,MOTOCICLISTA,67.0,MASCULINO,LESIONADO
2024.0,10378.0,NO APLICA,2024-08-04 00:00:00,,MADRUGADA,DOMINGO,EL JARDIN,CARRERA 1 CALLE 32B-17,URBANA,TECNICO,3.5282,-76.275,Otra.,157.0,NO APLICA,63.0,MASCULINO,NO APLICA
2024.0,10378.0,NO APLICA,2024-08-04 00:00:00,,MADRUGADA,DOMINGO,EL JARDIN,CARRERA 1 CALLE 32B-17,URBANA,TECNICO,3.5282,-76.275,Otra.,157.0,MOTOCICLISTA,20.0,MASCULINO,LESIONADO
2024.0,10379.0,NO APLICA,2024-08-04 00:00:00,,MAÑANA,DOMINGO,SANTA BARBARA,CALLE 31 CARRERA 44,URBANA,TECNICO,3.5299,-76.3149,Otra.,157.0,MOTOCICLISTA,30.0,MASCULINO,LESIONADO
2024.0,10379.0,NO APLICA,2024-08-04 00:00:00,,MAÑANA,DOMINGO,SANTA BARBARA,CALLE 31 CARRERA 44,URBANA,TECNICO,3.5299,-76.3149,Otra.,157.0,NO APLICA,29.0,MASCULINO,NO APLICA
2024.0,10380.0,NO APLICA,2024-09-04 00:00:00,,NOCHE,MIÉRCOLES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.5387,-76.3066,Arrancar sin precaución.,145.0,MOTOCICLISTA,21.0,MASCULINO,LESIONADO
2024.0,10380.0,NO APLICA,2024-09-04 00:00:00,,NOCHE,MIÉRCOLES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.5387,-76.3066,Arrancar sin precaución.,145.0,MOTOCICLISTA,40.0,MASCULINO,LESIONADO
2024.0,10381.0,NO APLICA,2024-08-04 00:00:00,,NOCHE,DOMINGO,SANTA RITA,CALLE 33 CARRERA 28,URBANA,TECNICO,3.5303,-76.2984,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,46.0,FEMENINO,LESIONADO
2024.0,10381.0,NO APLICA,2024-08-04 00:00:00,,NOCHE,DOMINGO,SANTA RITA,CALLE 33 CARRERA 28,URBANA,TECNICO,3.5303,-76.2984,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,52.0,MASCULINO,LESIONADO
2024.0,10383.0,NO APLICA,2024-08-05 00:00:00,,MAÑANA,LUNES,ZAMORANO,CARRERA 31 DIAGONAL 65,URBANA,TECNICO,3.5547,-76.2975,Otra.,157.0,NO APLICA,23.0,MASCULINO,NO APLICA
2024.0,10384.0,NO APLICA,2024-08-08 00:00:00,,TARDE,JUEVES,RECREO,CARRERA 25 CALLE 27,URBANA,TECNICO,3.5241,-76.2968,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2024.0,10384.0,NO APLICA,2024-08-08 00:00:00,,TARDE,JUEVES,RECREO,CARRERA 25 CALLE 27,URBANA,TECNICO,3.5241,-76.2968,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,18.0,MASCULINO,NO APLICA
2024.0,10386.0,NO APLICA,2024-08-08 00:00:00,,NOCHE,JUEVES,EMILIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.5387,-76.3066,NO RESPETAR PRELACIÓN,132.0,MOTOCICLISTA,22.0,FEMENINO,LESIONADO
2024.0,10386.0,NO APLICA,2024-08-08 00:00:00,,NOCHE,JUEVES,EMILIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.5387,-76.3066,NO RESPETAR PRELACIÓN,132.0,CONDUCTOR,33.0,FEMENINO,NO APLICA
2024.0,10387.0,NO APLICA,2024-08-04 00:00:00,,TARDE,DOMINGO,CENTRO,CARRERA 28 CARRERA 24,URBANA,TECNICO,3.5098,-76.3008,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,29.0,MASCULINO,LESIONADO
2024.0,10387.0,NO APLICA,2024-08-04 00:00:00,,TARDE,DOMINGO,CENTRO,CARRERA 28 CARRERA 24,URBANA,TECNICO,3.5098,-76.3008,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,58.0,MASCULINO,NO APLICA
2024.0,10388.0,NO APLICA,2024-08-04 00:00:00,,NOCHE,DOMINGO,SAN CAYETANO,CARRERA 24 CALLE 41 PALMIRA,URBANA,TECNICO,3.5367,-76.2941,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,58.0,MASCULINO,NO APLICA
2024.0,10388.0,NO APLICA,2024-08-04 00:00:00,,NOCHE,DOMINGO,SAN CAYETANO,CARRERA 24 CALLE 41 PALMIRA,URBANA,TECNICO,3.5367,-76.2941,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,63.0,MASCULINO,LESIONADO
2024.0,10390.0,NO APLICA,2024-08-11 00:00:00,,MADRUGADA,DOMINGO,CENTRO,CALLE 31 CARRERA 32,URBANA,TECNICO,3.5285,-76.3023,SEMAFORO EN ROJO,142.0,NO APLICA,41.0,MASCULINO,NO APLICA
2024.0,10390.0,NO APLICA,2024-08-11 00:00:00,,MADRUGADA,DOMINGO,CENTRO,CALLE 31 CARRERA 32,URBANA,TECNICO,3.5285,-76.3023,SEMAFORO EN ROJO,142.0,ACOMPAÑANTE MOTOCICLISTA,37.0,FEMENINO,LESIONADO
2024.0,10393.0,NO APLICA,2024-08-14 00:00:00,,MAÑANA,MIÉRCOLES,MIRRIÑAO,CALLE 54 CARRERA 31,URBANA,TECNICO,3.5476,-76.2984,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,73.0,MASCULINO,LESIONADO
2024.0,10393.0,NO APLICA,2024-08-14 00:00:00,,MAÑANA,MIÉRCOLES,MIRRIÑAO,CALLE 54 CARRERA 31,URBANA,TECNICO,3.5476,-76.2984,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,NO APLICA,53.0,MASCULINO,NO APLICA
2024.0,10394.0,NO APLICA,2024-08-15 00:00:00,,TARDE,JUEVES,CENTRO,CALLE 29 CARRERA 32,URBANA,TECNICO,3.5266,-76.3026,SEMAFORO EN ROJO,142.0,NO APLICA,44.0,MASCULINO,NO APLICA
2024.0,10394.0,NO APLICA,2024-08-15 00:00:00,,TARDE,JUEVES,CENTRO,CALLE 29 CARRERA 32,URBANA,TECNICO,3.5266,-76.3026,SEMAFORO EN ROJO,142.0,NO APLICA,24.0,MASCULINO,NO APLICA
2024.0,10395.0,NO APLICA,2024-08-18 00:00:00,,MADRUGADA,DOMINGO,SAN PEDRO,CALLE 37 CARRERA 16,URBANA,TECNICO,3.533,-76.2882,Otra.,157.0,NO APLICA,28.0,FEMENINO,NO APLICA
2024.0,10399.0,NO APLICA,2024-08-20 00:00:00,,MAÑANA,MARTES,ZAMORANO,CALLE 60 CARRERA 34,URBANA,TECNICO,3.551,-76.3025,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,MOTOCICLISTA,20.0,MASCULINO,NO APLICA
2024.0,10399.0,NO APLICA,2024-08-20 00:00:00,,MAÑANA,MARTES,ZAMORANO,CALLE 60 CARRERA 34,URBANA,TECNICO,3.551,-76.3025,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,ACOMPAÑANTE MOTOCICLISTA,65.0,FEMENINO,LESIONADO
2024.0,10401.0,NO APLICA,2024-08-21 00:00:00,,NOCHE,MIÉRCOLES,BARRIO NUEVO,CARRERA 31 CALLE 23,URBANA,TECNICO,3.5549,-76.2991,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,39.0,MASCULINO,LESIONADO
2024.0,10401.0,NO APLICA,2024-08-21 00:00:00,,NOCHE,MIÉRCOLES,BARRIO NUEVO,CARRERA 31 CALLE 23,URBANA,TECNICO,3.5549,-76.2991,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,43.0,MASCULINO,LESIONADO
2024.0,10402.0,NO APLICA,2024-08-22 00:00:00,,TARDE,JUEVES,LAS MERCEDES,CALLE 58 CARRERA 26,URBANA,TECNICO,3.5487,-76.2907,TRANSITAR EN CONTRAVIA,127.0,MOTOCICLISTA,37.0,MASCULINO,NO APLICA
2024.0,10402.0,NO APLICA,2024-08-22 00:00:00,,TARDE,JUEVES,LAS MERCEDES,CALLE 58 CARRERA 26,URBANA,TECNICO,3.5487,-76.2907,TRANSITAR EN CONTRAVIA,127.0,CONDUCTOR,19.0,MASCULINO,NO APLICA
2024.0,10403.0,NO APLICA,2024-08-22 00:00:00,,TARDE,JUEVES,SANTA TERESITA,CARRERA 35 CALLE 51,URBANA,TECNICO,3.5447,-76.3082,Otra.,157.0,CONDUCTOR,47.0,MASCULINO,NO APLICA
2024.0,10403.0,NO APLICA,2024-08-22 00:00:00,,TARDE,JUEVES,SANTA TERESITA,CARRERA 35 CALLE 51,URBANA,TECNICO,3.5447,-76.3082,Otra.,157.0,MOTOCICLISTA,64.0,MASCULINO,LESIONADO
2024.0,10404.0,NO APLICA,2024-08-22 00:00:00,,TARDE,JUEVES,VIA PALMIRA CALI,VIA PALMIRA - CALI KM 1,RURAL,POLICIA,3.4933,-76.4774,Otra.,157.0,MOTOCICLISTA,62.0,MASCULINO,LESIONADO
2024.0,10404.0,NO APLICA,2024-08-22 00:00:00,,TARDE,JUEVES,VIA PALMIRA CALI,VIA PALMIRA - CALI KM 1,RURAL,POLICIA,3.4933,-76.4774,Otra.,157.0,MOTOCICLISTA,50.0,MASCULINO,MUERTO
2024.0,10405.0,NO APLICA,2024-08-24 00:00:00,,NOCHE,SÁBADO,LAS FLORES,CALLE 30 No 4-06,URBANA,TECNICO,3.515,-76.3008,Adelantar invadiendo carril de sentido contrario.,104.0,NO APLICA,,NO APLICA,NO APLICA
2024.0,10406.0,NO APLICA,2024-08-25 00:00:00,,NOCHE,DOMINGO,LAS AMERICAS,CARREA 28 CALLE 16,URBANA,TECNICO,3.5393,-76.2971,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,NO APLICA,56.0,MASCULINO,NO APLICA
2024.0,10406.0,NO APLICA,2024-08-25 00:00:00,,NOCHE,DOMINGO,LAS AMERICAS,CARREA 28 CALLE 16,URBANA,TECNICO,3.5393,-76.2971,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,MOTOCICLISTA,26.0,MASCULINO,LESIONADO
2024.0,10407.0,NO APLICA,2024-08-23 00:00:00,,MADRUGADA,VIERNES,CENTRO POBLADO GUAYABAL,CALLE 44 No 6EA-100,RURAL,TECNICO,3.5248,-76.3021,Arrancar sin precaución.,145.0,NO APLICA,18.0,MASCULINO,NO APLICA
2024.0,10407.0,NO APLICA,2024-08-23 00:00:00,,MADRUGADA,VIERNES,CENTRO POBLADO GUAYABAL,CALLE 44 No 6EA-100,RURAL,TECNICO,3.5248,-76.3021,Arrancar sin precaución.,145.0,MOTOCICLISTA,42.0,MASCULINO,LESIONADO
2024.0,10409.0,NO APLICA,2024-08-26 00:00:00,,MAÑANA,LUNES,POMONA,CARRERA 35 CALLE 34,URBANA,TECNICO,3.5328,-76.298,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,29.0,MASCULINO,LESIONADO
2024.0,10409.0,NO APLICA,2024-08-26 00:00:00,,MAÑANA,LUNES,POMONA,CARRERA 35 CALLE 34,URBANA,TECNICO,3.5328,-76.298,DESOBEDECER SEÑALES O NORMAS DE TRANSITO,112.0,MOTOCICLISTA,56.0,MASCULINO,LESIONADO
2024.0,10411.0,NO APLICA,2024-08-27 00:00:00,,TARDE,MARTES,ALTAMIRA,CARRERA 19 CALLES 46 Y 47,URBANA,TECNICO,3.521,-76.278,Otra.,157.0,NO APLICA,42.0,MASCULINO,NO APLICA
2024.0,10411.0,NO APLICA,2024-08-27 00:00:00,,TARDE,MARTES,ALTAMIRA,CARRERA 19 CALLES 46 Y 47,URBANA,TECNICO,3.521,-76.278,Otra.,157.0,MOTOCICLISTA,62.0,FEMENINO,LESIONADO
2024.0,10413.0,NO APLICA,2024-08-30 00:00:00,,NOCHE,VIERNES,LA ITALIA,TRANSVERSAL 6 DIAGONAL 25,URBANA,TECNICO,3.5349,-76.3058,Otra.,157.0,NO APLICA,32.0,MASCULINO,NO APLICA
2024.0,10414.0,NO APLICA,2024-08-30 00:00:00,,MADRUGADA,VIERNES,EMILIA,CARRERA 35 CALLE 37,URBANA,TECNICO,3.5328,-76.298,EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS,115.0,MOTOCICLISTA,28.0,FEMENINO,LESIONADO
2024.0,10416.0,NO APLICA,2024-08-31 00:00:00,,NOCHE,SÁBADO,POTRERILLO,VIA PALMIRA-POTRERILLO KM11 No 420,RURAL,TECNICO,3.5384,-76.3009,ADELANTAR EN ZONA PROHIBIDA,105.0,MOTOCICLISTA,16.0,MASCULINO,LESIONADO
2024.0,10416.0,NO APLICA,2024-08-31 00:00:00,,NOCHE,SÁBADO,POTRERILLO,VIA PALMIRA-POTRERILLO KM11 No 420,RURAL,TECNICO,3.5384,-76.3009,ADELANTAR EN ZONA PROHIBIDA,105.0,NO APLICA,28.0,MASCULINO,NO APLICA
2024.0,10418.0,NO APLICA,2024-09-02 00:00:00,,TARDE,LUNES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,3.5162,-76.3049,NO RESPETAR PRELACIÓN DE INTERSECCIÓN O GIROS,123.0,MOTOCICLISTA,61.0,MASCULINO,LESIONADO
2024.0,10418.0,NO APLICA,2024-09-02 00:00:00,,TARDE,LUNES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,3.5162,-76.3049,NO RESPETAR PRELACIÓN DE INTERSECCIÓN O GIROS,123.0,ACOMPAÑANTE MOTOCICLISTA,15.0,MASCULINO,LESIONADO
2024.0,10418.0,NO APLICA,2024-09-02 00:00:00,,TARDE,LUNES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,3.5162,-76.3049,NO RESPETAR PRELACIÓN DE INTERSECCIÓN O GIROS,123.0,ACOMPAÑANTE MOTOCICLISTA,45.0,MASCULINO,LESIONADO
2024.0,10418.0,NO APLICA,2024-09-02 00:00:00,,TARDE,LUNES,TRINIDAD,CALLE 29 CARRERA 23,URBANA,TECNICO,3.5162,-76.3049,NO RESPETAR PRELACIÓN DE INTERSECCIÓN O GIROS,123.0,MOTOCICLISTA,18.0,MASCULINO,NO APLICA
2024.0,10421.0,NO APLICA,2024-09-05 00:00:00,,MAÑANA,JUEVES,SEMBRADOR,CARRERA 18 ENTRE CALLES 22 Y 23,URBANA,TECNICO,3.5341,-76.2928,GIRAR BRUSCAMENTE,122.0,CONDUCTOR,53.0,MASCULINO,NO APLICA
2024.0,10421.0,NO APLICA,2024-09-05 00:00:00,,MAÑANA,JUEVES,SEMBRADOR,CARRERA 18 ENTRE CALLES 22 Y 23,URBANA,TECNICO,3.5341,-76.2928,GIRAR BRUSCAMENTE,122.0,MOTOCICLISTA,24.0,MASCULINO,NO APLICA
2024.0,10423.0,NO APLICA,2024-09-07 00:00:00,,NOCHE,SÁBADO,CIUDAD DEL CAMPO,CALE 100 CON CARRERA 32,RURAL,POLICIA,3.4578,-76.4649,Otra.,157.0,MOTOCICLISTA,16.0,MASCULINO,LESIONADO
2024.0,10423.0,NO APLICA,2024-09-07 00:00:00,,NOCHE,SÁBADO,CIUDAD DEL CAMPO,CALE 100 CON CARRERA 32,RURAL,POLICIA,3.4578,-76.4649,Otra.,157.0,PEATÓN,75.0,MASCULINO,LESIONADO
2024.0,10424.0,NO APLICA,2024-09-07 00:00:00,,NOCHE,SÁBADO,BIZERTA,CALLE 36 No 20-69,URBANA,TECNICO,3.5481,-76.2921,IMPERICIA EN EL MANEJO,139.0,ACOMPAÑANTE MOTOCICLISTA,28.0,FEMENINO,LESIONADO
